,이용일,금액,대분류,중분류,소분류
1243,2019-11-19,40000,문화,도서,교보문고
1244,2019-11-20,3500,생활,편의점,CU
1245,2019-11-20,1500,식사,카페,카페7그램
1246,2019-11-21,4500,식사,카페,카페7그램
1247,2019-11-21,7900,식사,햄버거,맥도날드
1248,2019-11-22,2000,식사,카페,카페7그램
1249,2019-11-22,3500,식사,분식,
1250,2019-11-22,7000,식사,한식,
1251,2019-11-22,2000,식사,카페,카페7그램
1252,2019-11-23,7500,생활,편의점,GS25
1253,2019-11-23,23300,식사,치킨,티바두마리치킨
1254,2019-11-23,12100,생활,편의점,GS25
1255,2019-11-23,-605,기타,할인,
1256,2019-11-24,20000,식사,디저트,
1257,2019-11-24,3780,생활,편의점,GS25
1258,2019-11-25,5800,생활,편의점,바이더웨이
1259,2019-11-25,3800,식사,카페,카페7그램
1260,2019-11-26,1800,생활,편의점,바이더웨이
1261,2019-11-26,2300,생활,편의점,바이더웨이
1262,2019-11-26,4900,식사,디저트,
1263,2019-11-27,14000,식사,한식,
1264,2019-11-28,7000,식사,순대,
1265,2019-11-29,7000,식사,레스토랑,
1266,2019-11-29,60150,교통,버스 22,
1267,2019-11-29,3800,식사,카페,카페7그램
1268,2019-11-30,6500,생활,편의점,GS25
1269,2019-11-30,3600,생활,편의점,GS25
1270,2019-11-30,11150,교통,지하철 5,
1271,2019-11-30,1700,생활,편의점,GS25
1272,2019-12-01,10000,식사,디저트,
1273,2019-12-02,21000,식사,한식,
1274,2019-12-02,2000,식사,카페,카페7그램
1275,2019-12-02,5000,식사,구이,
1276,2019-12-03,14000,식사,한식,
1277,2019-12-03,2100,생활,편의점,바이더웨이
1278,2019-12-03,1500,식사,카페,카페7그램
1279,2019-12-04,1500,식사,카페,카페7그램
1280,2019-12-04,2000,식사,카페,카페7그램
1281,2019-12-05,1500,식사,카페,카페7그램
1282,2019-12-05,7600,식사,디저트,
1283,2019-12-05,2200,생활,편의점,CU
1284,2019-12-05,7000,식사,한식,
1285,2019-12-06,2800,생활,편의점,CU
1286,2019-12-06,3700,생활,편의점,바이더웨이
1287,2019-12-06,1500,식사,카페,카페7그램
1288,2019-12-06,3500,생활,편의점,GS25
1289,2019-12-07,2500,생활,편의점,세븐일레븐
1290,2019-12-09,21000,식사,한식,
1291,2019-12-10,14000,식사,한식,
1292,2019-12-10,1800,생활,편의점,바이더웨이
1293,2019-12-10,2600,생활,편의점,바이더웨이
1294,2019-12-11,7500,식사,카페,빽다방
1295,2019-12-11,3500,식사,분식,
1296,2019-12-11,3500,생활,편의점,CU
1297,2019-12-11,2600,생활,편의점,CU
1298,2019-12-12,41600,통신,,
1299,2019-12-12,2500,생활,편의점,CU
1300,2019-12-12,1500,식사,카페,카페7그램
1301,2019-12-13,2000,식사,카페,카페7그램
1302,2019-12-14,59100,교통,버스 23,
1303,2019-12-14,32900,식사,레스토랑,
1304,2019-12-14,13500,식사,카페,즐거운다락방
1305,2019-12-14,5400,식사,디저트,
1306,2019-12-14,-735,기타,할인,
1307,2019-12-14,17560,생활,마트,이마트
1308,2019-12-14,-1265,기타,할인,
1309,2019-12-14,12650,교통,지하철 7,
1310,2019-12-14,200,식사,카페,스타벅스
1311,2019-12-15,44100,쇼핑,패션,파크랜드
1312,2019-12-15,3900,식사,햄버거,롯데리아
1313,2019-12-15,17200,식사,햄버거,롯데리아
1314,2019-12-15,7600,식사,햄버거,롯데리아
1315,2019-12-16,2800,생활,편의점,CU
1316,2019-12-16,2000,식사,카페,카페7그램
1317,2019-12-17,3000,생활,편의점,GS25
1318,2019-12-17,1500,식사,카페,카페7그램
1319,2019-12-18,2000,식사,카페,카페7그램
1320,2019-12-18,3400,생활,편의점,GS25
1321,2019-12-19,1500,식사,카페,카페7그램
1322,2019-12-19,7000,식사,순대,
1323,2019-12-19,3000,생활,편의점,CU
1324,2019-12-20,16300,의료,병원,
1325,2019-12-20,8700,의료,약국,
1326,2019-12-20,7000,식사,한식,
1327,2019-12-20,7000,식사,분식,
1328,2019-12-20,7500,생활,편의점,GS25
1329,2019-12-21,-2500,기타,할인,
1330,2019-12-21,55000,문화,도서,교보문고
1331,2019-12-21,13000,생활,헤어,
1332,2019-12-21,39400,교통,택시,
1333,2019-12-21,16700,식사,햄버거,버거킹
1334,2019-12-21,69200,유흥,술,
1335,2019-12-22,6000,식사,레스토랑,
1336,2019-12-22,10260,식사,카페,구스띠모
1337,2019-12-23,1500,식사,카페,카페7그램
1338,2019-12-23,5000,의료,병원,
1339,2019-12-23,14000,식사,한식,
1340,2019-12-23,1400,생활,편의점,바이더웨이
1341,2019-12-24,3900,생활,편의점,GS25
1342,2019-12-24,8000,식사,한식,
1343,2019-12-24,7000,식사,순대,
1344,2019-12-25,11050,생활,오피스,다이소
1345,2019-12-25,32800,식사,레스토랑,
1346,2019-12-25,6000,문화,영화,CGV
1347,2019-12-25,14000,식사,닭강정,
1348,2019-12-25,600,생활,편의점,세븐일레븐
1349,2019-12-26,6800,교통,지하철 5,
1350,2019-12-26,1500,식사,카페,카페7그램
1351,2019-12-26,2000,식사,카페,카페7그램
1352,2019-12-27,1500,생활,편의점,CU
1353,2019-12-27,7000,식사,한식,
1354,2019-12-28,22420,생활,편의점,GS25
1355,2019-12-28,-1000,기타,할인,
1356,2019-12-28,1800,생활,편의점,GS25
1357,2019-12-28,32600,문화,도서,기독교서점
1358,2019-12-28,1000,생활,마트,롯데마트
1359,2019-12-30,7000,식사,한식,
1360,2019-12-30,1500,생활,편의점,CU
1361,2019-12-31,14000,식사,한식,
1362,2019-12-31,63050,교통,버스 23,
1363,2019-12-31,3600,식사,카페,스타벅스
1364,2019-12-31,9500,식사,카페,빽다방
1365,2020-01-01,25000,식사,일식,
1366,2020-01-02,2300,생활,편의점,CU
1367,2020-01-02,2800,생활,편의점,CU
1368,2020-01-02,1000,생활,오피스,알파
1369,2020-01-02,1500,식사,카페,카페7그램
1370,2020-01-02,6200,식사,햄버거,맥도날드
1371,2020-01-03,1500,식사,카페,카페7그램
1372,2020-01-03,15900,식사,카페,카페7그램
1373,2020-01-04,62800,쇼핑,온라인,G마켓
1374,2020-01-05,14300,식사,카페,카페디엠
1375,2020-01-05,14500,식사,레스토랑,
1376,2020-01-06,5300,식사,카페,스타벅스
1377,2020-01-06,13900,생활,오피스,다이소
1378,2020-01-06,7000,식사,순대,
1379,2020-01-07,3500,생활,편의점,CU
1380,2020-01-07,1500,식사,카페,카페7그램
1381,2020-01-07,3500,식사,카페,카페7그램
1382,2020-01-07,4600,생활,편의점,세븐일레븐
1383,2020-01-08,3900,식사,디저트,
1384,2020-01-08,6800,식사,카페,빅컵커피
1385,2020-01-08,14000,식사,순대,
1386,2020-01-09,14000,식사,한식,
1387,2020-01-09,7000,식사,분식,
1388,2020-01-10,8000,식사,한식,
1389,2020-01-10,3900,식사,디저트,
1390,2020-01-10,30000,식사,돈까스,
1391,2020-01-11,4300,교통,지하철 3,
1392,2020-01-11,168000,유흥,술,
1393,2020-01-12,3000,식사,카페,서기커피
1394,2020-01-12,35800,식사,햄버거,롯데리아
1395,2020-01-13,4000,생활,편의점,CU
1396,2020-01-13,7000,식사,한식,
1397,2020-01-14,41600,통신,,
1398,2020-01-14,4000,생활,편의점,세븐일레븐
1399,2020-01-15,17500,쇼핑,온라인,11번가
1400,2020-01-15,4200,식사,카페,카페7그램
1401,2020-01-15,-2000,기타,할인,
1402,2020-01-15,58800,교통,버스 21,
1403,2020-01-15,7000,식사,한식,
1404,2020-01-15,3500,생활,편의점,CU
1405,2020-01-16,2500,생활,편의점,CU
1406,2020-01-16,7000,생활,편의점,CU
1407,2020-01-16,1500,식사,카페,카페7그램
1408,2020-01-17,6700,식사,순대,
1409,2020-01-17,3900,생활,편의점,세븐일레븐
1410,2020-01-17,6600,생활,편의점,CU
1411,2020-01-17,1500,식사,카페,카페7그램
1412,2020-01-19,2600,생활,편의점,GS25
1413,2020-01-19,13000,식사,디저트,
1414,2020-01-20,1500,식사,카페,카페7그램
1415,2020-01-20,2000,식사,카페,카페7그램
1416,2020-01-20,16000,식사,한식,
1417,2020-01-21,7000,식사,한식,
1418,2020-01-21,2500,생활,편의점,CU
1419,2020-01-22,1500,식사,카페,카페7그램
1420,2020-01-22,7000,식사,한식,
1421,2020-01-22,3500,생활,편의점,CU
1422,2020-01-23,7000,식사,분식,
1423,2020-01-23,8000,식사,카페,빽다방
1424,2020-01-23,2800,생활,편의점,세븐일레븐
1425,2020-01-26,39900,생활,마트,이케아
1426,2020-01-27,34000,식사,족발,
1427,2020-01-27,35000,쇼핑,패션,롯데프리미엄아울렛
1428,2020-01-27,22200,쇼핑,패션,롯데프리미엄아울렛
1429,2020-01-28,1500,식사,카페,카페7그램
1430,2020-01-29,3000,생활,편의점,CU
1431,2020-01-29,6300,생활,편의점,CU
1432,2020-01-30,18000,식사,한식,
1433,2020-01-30,3500,식사,분식,
1434,2020-01-31,3000,생활,편의점,CU
1435,2020-01-31,7000,식사,한식,
1436,2020-01-31,56000,교통,버스 20,
1437,2020-01-31,1500,식사,카페,카페7그램
1438,2020-01-31,4200,식사,디저트,
1439,2020-02-01,5300,식사,카페,스타벅스
1440,2020-02-01,4100,식사,카페,스타벅스
1441,2020-02-01,3500,교통,지하철 2,
1442,2020-02-01,28000,식사,한식,
1443,2020-02-02,191860,쇼핑,온라인,11번가
1444,2020-02-02,-191860,쇼핑,온라인,11번가
1445,2020-02-02,4000,식사,카페,서기커피
1446,2020-02-03,12000,식사,레스토랑,
1447,2020-02-03,2000,식사,카페,카페7그램
1448,2020-02-03,2300,식사,카페,카페7그램
1449,2020-02-04,4300,생활,편의점,CU
1450,2020-02-04,1800,생활,편의점,CU
1451,2020-02-04,10000,식사,한식,
1452,2020-02-05,7500,식사,디저트,
1453,2020-02-05,20000,식사,한식,
1454,2020-02-06,3000,생활,편의점,GS25
1455,2020-02-06,13400,식사,순대,
1456,2020-02-06,39200,식사,카페,카페7그램
1457,2020-02-06,2500,식사,카페,카페7그램
1458,2020-02-06,1500,식사,카페,카페7그램
1459,2020-02-06,17500,식사,한식,
1460,2020-02-07,4000,생활,편의점,CU
1461,2020-02-07,7000,식사,한식,
1462,2020-02-07,3200,생활,편의점,GS25
1463,2020-02-08,90000,문화,도서,교보문고
1464,2020-02-08,-2500,기타,할인,
1465,2020-02-08,18000,식사,치킨,CF숯불바베큐
1466,2020-02-08,33990,쇼핑,온라인,네이버
1467,2020-02-09,12070,쇼핑,온라인,위메프
1468,2020-02-10,1500,식사,카페,카페7그램
1469,2020-02-10,15000,식사,분식,
1470,2020-02-10,12400,생활,편의점,미니스톱
1471,2020-02-11,3500,생활,편의점,CU
1472,2020-02-11,14000,식사,한식,
1473,2020-02-12,16000,식사,한식,
1474,2020-02-12,1500,식사,카페,카페7그램
1475,2020-02-12,6700,식사,순대,
1476,2020-02-12,1700,생활,편의점,CU
1477,2020-02-12,41600,통신,,
1478,2020-02-13,3000,생활,편의점,CU
1479,2020-02-13,3500,식사,분식,
1480,2020-02-13,-33990,쇼핑,온라인,네이버
1481,2020-02-13,24000,식사,중식,
1482,2020-02-14,34000,식사,한식,
1483,2020-02-14,1500,식사,카페,카페7그램
1484,2020-02-14,-2000,기타,할인,
1485,2020-02-14,56000,교통,버스 20,
1486,2020-02-14,2000,생활,편의점,CU
1487,2020-02-14,2800,생활,편의점,CU
1488,2020-02-15,8000,기타,,
1489,2020-02-15,2600,기타,,
1490,2020-02-16,15000,식사,돈까스,
1491,2020-02-17,13500,식사,분식,
1492,2020-02-17,3900,식사,디저트,
1493,2020-02-18,3500,식사,분식,
1494,2020-02-18,20000,식사,한식,
1495,2020-02-19,8600,식사,디저트,
1496,2020-02-19,8000,식사,한식,
1497,2020-02-20,118150,쇼핑,온라인,옥션
1498,2020-02-20,7000,식사,한식,
1499,2020-02-20,1500,식사,카페,카페7그램
1500,2020-02-21,20000,식사,한식,
1501,2020-02-21,16000,식사,한식,
1502,2020-02-22,27490,생활,마트,홈플러스
1503,2020-02-23,19000,식사,치킨,멕시카나
1504,2020-02-23,4000,식사,햄버거,롯데리아
1505,2020-02-24,2800,생활,편의점,CU
1506,2020-02-24,7500,생활,편의점,CU
1507,2020-02-24,1500,식사,카페,카페7그램
1508,2020-02-25,18000,식사,한식,
1509,2020-02-25,4500,식사,카페,카페7그램
1510,2020-02-25,22000,식사,순대,
1511,2020-02-25,39200,교통,버스 14,
1512,2020-02-25,1500,식사,카페,카페7그램
1513,2020-02-27,8000,쇼핑,온라인,네이버
1514,2020-03-02,51010,생활,마트,롯데마트
1515,2020-03-02,34000,식사,족발,
1516,2020-03-03,44430,생활,마트,홈플러스
1517,2020-03-09,4800,생활,편의점,CU
1518,2020-03-09,14000,식사,한식,
1519,2020-03-09,1500,식사,카페,카페7그램
1520,2020-03-10,1400,생활,편의점,CU
1521,2020-03-10,21000,식사,한식,
1522,2020-03-10,1500,식사,카페,카페7그램
1523,2020-03-10,4000,식사,카페,카페7그램
1524,2020-03-10,8000,식사,한식,
1525,2020-03-10,2600,생활,편의점,GS25
1526,2020-03-11,2500,생활,편의점,CU
1527,2020-03-11,1500,식사,카페,카페7그램
1528,2020-03-11,22000,식사,순대,
1529,2020-03-12,44200,식사,카페,카페7그램
1530,2020-03-12,14000,식사,한식,
1531,2020-03-12,41600,통신,,
1532,2020-03-13,28000,교통,버스 10,
1533,2020-03-13,-2000,기타,할인,
1534,2020-03-13,6900,생활,편의점,GS25
1535,2020-03-13,16000,식사,한식,
1536,2020-03-13,7000,식사,카페,바나프레소
1537,2020-03-14,5000,식사,떡,
1538,2020-03-14,36854,쇼핑,온라인,네이버
1539,2020-03-14,17000,문화,도서,교보문고
1540,2020-03-14,63000,문화,도서,교보문고
1541,2020-03-14,-2500,기타,할인,
1542,2020-03-16,2300,생활,편의점,CU
1543,2020-03-16,1500,식사,카페,카페7그램
1544,2020-03-16,18000,식사,한식,
1545,2020-03-16,2600,생활,편의점,세븐일레븐
1546,2020-03-17,6500,식사,분식,
1547,2020-03-17,5950,식사,디저트,
1548,2020-03-17,14000,식사,한식,
1549,2020-03-17,1500,식사,카페,카페7그램
1550,2020-03-18,6000,식사,카페,빽다방
1551,2020-03-18,1400,생활,편의점,GS25
1552,2020-03-18,2600,생활,편의점,세븐일레븐
1553,2020-03-19,1500,식사,카페,카페7그램
1554,2020-03-19,24000,식사,한식,
1555,2020-03-20,2800,생활,편의점,CU
1556,2020-03-20,6000,식사,카페,카페7그램
1557,2020-03-20,7000,식사,순대,
1558,2020-03-20,3900,생활,편의점,GS25
1559,2020-03-20,14000,식사,한식,
1560,2020-03-21,77920,생활,마트,홈플러스
1561,2020-03-21,11900,식사,피자,
1562,2020-03-23,8000,식사,한식,
1563,2020-03-23,2500,생활,편의점,CU
1564,2020-03-23,1500,식사,카페,카페7그램
1565,2020-03-24,8500,식사,카페,빽다방
1566,2020-03-24,2800,생활,편의점,CU
1567,2020-03-24,2700,생활,편의점,CU
1568,2020-03-25,18000,식사,한식,
1569,2020-03-26,29000,식사,순대,
1570,2020-03-26,7250,식사,디저트,
1571,2020-03-26,5350,생활,편의점,GS25
1572,2020-03-26,3000,생활,편의점,GS25
1573,2020-03-27,6800,생활,편의점,CU
1574,2020-03-27,4000,생활,편의점,GS25
1575,2020-03-30,1500,생활,편의점,CU
1576,2020-03-30,14000,식사,한식,
1577,2020-03-30,4500,생활,편의점,GS25
1578,2020-03-30,4300,생활,편의점,GS25
1579,2020-03-31,1500,식사,카페,카페7그램
1580,2020-03-31,64000,생활,전자,애플
1581,2020-03-31,8000,식사,한식,
1582,2020-03-31,6000,생활,편의점,CU
1583,2020-03-31,67200,교통,버스 24,
1584,2020-03-31,5500,생활,편의점,세븐일레븐
1585,2020-04-01,6500,생활,편의점,CU
1586,2020-04-01,23000,문화,도서,교보문고
1587,2020-04-01,-1150,기타,할인,
1588,2020-04-02,20600,식사,햄버거,롯데리아
1589,2020-04-03,11500,식사,디저트,
1590,2020-04-03,8000,식사,한식,
1591,2020-04-04,5000,식사,떡,
1592,2020-04-04,5600,생활,마트,웰빙마트
1593,2020-04-06,21000,식사,한식,
1594,2020-04-06,7000,식사,순대,
1595,2020-04-07,10000,식사,한식,
1596,2020-04-08,8000,식사,한식,
1597,2020-04-08,6800,생활,편의점,세븐일레븐
1598,2020-04-09,24000,식사,한식,
1599,2020-04-09,1300,생활,편의점,세븐일레븐
1600,2020-04-09,2000,생활,편의점,CU
1601,2020-04-10,10400,식사,햄버거,맥도날드
1602,2020-04-10,3800,생활,편의점,GS25
1603,2020-04-11,8100,식사,디저트,
1604,2020-04-11,18000,식사,치킨,CF숯불바베큐
1605,2020-04-11,40000,생활,헤어,
1606,2020-04-11,4000,생활,편의점,세븐일레븐
1607,2020-04-13,11000,식사,분식,
1608,2020-04-14,41600,통신,,
1609,2020-04-14,56000,교통,버스 20,
1610,2020-04-14,-2000,기타,할인,
1611,2020-04-14,8000,식사,카페,빽다방
1612,2020-04-14,16000,식사,한식,
1613,2020-04-15,8220,생활,편의점,CU
1614,2020-04-16,1400,생활,편의점,GS25
1615,2020-04-16,4200,생활,편의점,GS25
1616,2020-04-17,8000,식사,한식,
1617,2020-04-17,6000,생활,편의점,CU
1618,2020-04-17,4100,생활,편의점,GS25
1619,2020-04-20,14000,식사,순대,
1620,2020-04-20,5600,생활,편의점,GS25
1621,2020-04-20,4300,식사,카페,파머스빈
1622,2020-04-21,1500,식사,카페,카페7그램
1623,2020-04-21,11500,생활,편의점,CU
1624,2020-04-21,2400,생활,편의점,CU
1625,2020-04-22,4800,생활,편의점,CU
1626,2020-04-22,11400,생활,편의점,GS25
1627,2020-04-22,-570,기타,할인,
1628,2020-04-23,5400,생활,편의점,GS25
1629,2020-04-23,16150,생활,편의점,GS25
1630,2020-04-23,-807,기타,할인,
1631,2020-04-23,4000,생활,편의점,CU
1632,2020-04-23,1500,식사,카페,카페7그램
1633,2020-04-24,32000,식사,한식,
1634,2020-04-25,11200,식사,카페,스타벅스
1635,2020-04-25,-2240,기타,할인,
1636,2020-04-25,2250,교통,지하철 2,
1637,2020-04-25,76000,식사,구이,
1638,2020-04-26,5500,식사,디저트,
1639,2020-04-26,16000,식사,한식,
1640,2020-04-26,11800,생활,마트,웰빙마트
1641,2020-04-27,16000,식사,한식,
1642,2020-04-27,3400,생활,편의점,CU
1643,2020-04-27,3400,생활,편의점,CU
1644,2020-04-28,16000,식사,한식,
1645,2020-04-29,6700,식사,순대,
1646,2020-04-29,57450,교통,버스 21,
1647,2020-04-30,12200,생활,마트,웰빙마트
1648,2020-05-01,4000,생활,편의점,CU
1649,2020-05-01,12300,생활,편의점,GS25
1650,2020-05-01,-615,기타,할인,
1651,2020-05-01,15000,생활,편의점,세븐일레븐
1652,2020-05-02,7700,식사,카페,이디야
1653,2020-05-02,25800,식사,피자,
1654,2020-05-04,16000,식사,한식,
1655,2020-05-04,8000,식사,한식,
1656,2020-05-04,14000,생활,편의점,GS25
1657,2020-05-04,-700,기타,할인,
1658,2020-05-05,6700,식사,카페,스타벅스
1659,2020-05-05,4000,식사,카페,커피앤티
1660,2020-05-06,14000,식사,한식,
1661,2020-05-07,5700,생활,편의점,GS25
1662,2020-05-07,2500,생활,편의점,CU
1663,2020-05-07,2000,식사,카페,카페7그램
1664,2020-05-08,4500,식사,카페,쥬스식스
1665,2020-05-08,4000,생활,편의점,CU
1666,2020-05-08,5400,생활,편의점,CU
1667,2020-05-09,8500,생활,마트,AK
1668,2020-05-09,5000,생활,마트,AK
1669,2020-05-09,1550,교통,지하철 2,
1670,2020-05-09,-155,기타,할인,
1671,2020-05-09,81940,식사,레스토랑,
1672,2020-05-09,-10000,기타,할인,
1673,2020-05-10,4500,의료,약국,
1674,2020-05-12,8100,식사,카페,파머스빈
1675,2020-05-12,5000,생활,편의점,CU
1676,2020-05-12,14000,식사,순대,
1677,2020-05-13,2000,식사,카페,카페7그램
1678,2020-05-13,19400,식사,중식,
1679,2020-05-13,7850,생활,편의점,GS25
1680,2020-05-14,1900,식사,카페,카페7그램
1681,2020-05-15,14000,유흥,술,
1682,2020-05-15,2350,생활,편의점,GS25
1683,2020-05-15,-1845,기타,할인,
1684,2020-05-15,5000,생활,편의점,CU
1685,2020-05-15,6400,생활,편의점,CU
1686,2020-05-15,67600,교통,버스 27,
1687,2020-05-16,4500,의료,약국,
1688,2020-05-18,1900,식사,카페,카페7그램
1689,2020-05-18,22000,식사,순대,
1690,2020-05-18,13000,식사,레스토랑,
1691,2020-05-19,3300,생활,편의점,CU
1692,2020-05-20,41600,통신,,
1693,2020-05-20,8950,생활,편의점,GS25
1694,2020-05-21,9500,생활,편의점,CU
1695,2020-05-22,2500,생활,편의점,CU
1696,2020-05-22,6000,식사,카페,카페7그램
1697,2020-05-22,10500,식사,디저트,
1698,2020-05-23,5000,생활,편의점,GS25
1699,2020-05-25,16000,식사,한식,
1700,2020-05-26,1900,식사,카페,카페7그램
1701,2020-05-26,5000,생활,편의점,CU
1702,2020-05-27,3600,생활,편의점,CU
1703,2020-05-27,9500,식사,카페,쥬스식스
1704,2020-05-27,14000,유흥,술,
1705,2020-05-27,6000,생활,편의점,세븐일레븐
1706,2020-05-28,18300,식사,카페,스타벅스
1707,2020-05-28,-3660,기타,할인,
1708,2020-05-28,4000,식사,카페,카페7그램
1709,2020-05-29,56000,교통,버스 20,
1710,2020-05-29,1900,식사,카페,카페7그램
1711,2020-05-29,13700,생활,편의점,GS25
1712,2020-05-29,-685,기타,할인,
1713,2020-05-29,10200,식사,디저트,
1714,2020-05-30,5000,생활,편의점,GS25
1715,2020-05-30,6250,생활,편의점,GS25
1716,2020-06-02,13500,생활,편의점,CU
1717,2020-06-03,14700,생활,편의점,세븐일레븐
1718,2020-06-03,27600,생활,편의점,세븐일레븐
1719,2020-06-03,1900,식사,카페,카페7그램
1720,2020-06-03,12400,생활,편의점,GS25
1721,2020-06-03,-620,기타,할인,
1722,2020-06-03,23500,식사,치킨,잉치킨
1723,2020-06-04,4900,식사,디저트,
1724,2020-06-04,3500,식사,카페,파머스빈
1725,2020-06-04,6800,교통,지하철 4,
1726,2020-06-05,1000,생활,편의점,CU
1727,2020-06-05,7000,유흥,술,
1728,2020-06-06,7620,생활,편의점,GS25
1729,2020-06-06,49000,식사,치킨,깐부치킨
1730,2020-06-07,7500,생활,편의점,GS25
1731,2020-06-08,14000,식사,한식,
1732,2020-06-08,7000,생활,편의점,GS25
1733,2020-06-09,5700,생활,편의점,GS25
1734,2020-06-09,2000,생활,편의점,GS25
1735,2020-06-10,4000,식사,카페,카페7그램
1736,2020-06-10,1900,식사,카페,카페7그램
1737,2020-06-10,8800,생활,편의점,CU
1738,2020-06-11,64270,통신,,
1739,2020-06-11,-2500,기타,할인,
1740,2020-06-11,4500,식사,카페,쥬스식스
1741,2020-06-11,17000,생활,편의점,GS25
1742,2020-06-11,-850,기타,할인,
1743,2020-06-12,1500,생활,편의점,CU
1744,2020-06-12,24000,식사,한식,
1745,2020-06-13,1000,교통,기차,
1746,2020-06-13,2200,교통,기차,
1747,2020-06-14,22000,식사,디저트,
1748,2020-06-14,1000,교통,기차,
1749,2020-06-15,54250,교통,버스 21,
1750,2020-06-15,-2000,기타,할인,
1751,2020-06-15,1900,식사,카페,카페7그램
1752,2020-06-15,14000,유흥,술,
1753,2020-06-16,3900,식사,카페,카페7그램
1754,2020-06-16,32900,식사,중식,
1755,2020-06-16,7500,식사,카페,파머스빈
1756,2020-06-17,-520,기타,할인,
1757,2020-06-17,10400,생활,편의점,GS25
1758,2020-06-17,19800,생활,편의점,GS25
1759,2020-06-17,-990,기타,할인,
1760,2020-06-18,4100,생활,편의점,CU
1761,2020-06-18,1900,식사,카페,카페7그램
1762,2020-06-18,3200,생활,편의점,세븐일레븐
1763,2020-06-19,3700,생활,편의점,세븐일레븐
1764,2020-06-19,1900,식사,카페,카페7그램
1765,2020-06-19,5100,식사,카페,스타벅스
1766,2020-06-19,2000,식사,카페,카페7그램
1767,2020-06-19,-2060,기타,할인,
1768,2020-06-19,10300,식사,카페,스타벅스
1769,2020-06-19,4100,식사,카페,스타벅스
1770,2020-06-20,2450,교통,지하철 1,
1771,2020-06-20,11900,식사,피자,
1772,2020-06-20,18000,식사,치킨,CF숯불바베큐
1773,2020-06-20,7800,문화,도서,교보문고
1774,2020-06-20,5000,생활,편의점,GS25
1775,2020-06-20,38340,문화,도서,교보문고
1776,2020-06-20,-1917,기타,할인,
1777,2020-06-21,105800,쇼핑,패션,탑텐
1778,2020-06-21,8250,생활,마트,웰빙마트
1779,2020-06-21,88500,생활,마트,농협
1780,2020-06-22,4500,생활,편의점,CU
1781,2020-06-22,1900,식사,카페,카페7그램
1782,2020-06-22,10550,생활,편의점,GS25
1783,2020-06-22,-527,기타,할인,
1784,2020-06-23,1900,식사,카페,카페7그램
1785,2020-06-23,800,생활,편의점,GS25
1786,2020-06-24,14000,식사,순대,
1787,2020-06-24,7500,식사,카페,파머스빈
1788,2020-06-25,1900,식사,카페,카페7그램
1789,2020-06-25,7100,생활,편의점,세븐일레븐
1790,2020-06-26,19400,생활,편의점,CU
1791,2020-06-26,2000,식사,카페,카페7그램
1792,2020-06-26,14000,유흥,술,
1793,2020-06-28,19500,생활,마트,웰빙마트
1794,2020-06-29,3600,생활,편의점,세븐일레븐
1795,2020-06-30,1900,식사,카페,카페7그램
1796,2020-06-30,58400,교통,버스 22,
1797,2020-06-30,14000,유흥,술,
1798,2020-07-01,1900,식사,카페,카페7그램
1799,2020-07-01,18100,생활,편의점,GS25
1800,2020-07-01,-905,기타,할인,
1801,2020-07-02,20700,식사,햄버거,롯데리아
1802,2020-07-03,-645,기타,할인,
1803,2020-07-03,12900,생활,편의점,GS25
1804,2020-07-03,3400,생활,편의점,GS25
1805,2020-07-03,10900,식사,카페,스타벅스
1806,2020-07-03,-2180,기타,할인,
1807,2020-07-06,16000,식사,한식,
1808,2020-07-07,1900,식사,카페,카페7그램
1809,2020-07-07,10500,식사,카페,카페7그램
1810,2020-07-07,8200,생활,편의점,GS25
1811,2020-07-07,2400,생활,편의점,GS25
1812,2020-07-08,1500,식사,카페,카페7그램
1813,2020-07-08,7500,식사,카페,카페7그램
1814,2020-07-08,4100,식사,카페,카페7그램
1815,2020-07-09,-2500,기타,할인,
1816,2020-07-09,60000,문화,도서,교보문고
1817,2020-07-09,1400,생활,편의점,CU
1818,2020-07-09,14000,식사,한식,
1819,2020-07-10,3100,식사,카페,스타벅스
1820,2020-07-10,7000,식사,순대,
1821,2020-07-11,-1000,기타,할인,
1822,2020-07-11,5600,생활,편의점,GS25
1823,2020-07-11,23520,생활,편의점,GS25
1824,2020-07-11,4000,생활,편의점,GS25
1825,2020-07-11,8200,생활,편의점,GS25
1826,2020-07-11,-4000,생활,편의점,GS25
1827,2020-07-12,8100,생활,편의점,GS25
1828,2020-07-13,41600,통신,,
1829,2020-07-13,1500,식사,카페,카페7그램
1830,2020-07-13,14000,유흥,술,
1831,2020-07-14,14030,식사,디저트,
1832,2020-07-14,14000,식사,분식,
1833,2020-07-14,1500,식사,카페,카페7그램
1834,2020-07-14,3400,생활,편의점,GS25
1835,2020-07-15,1900,식사,카페,카페7그램
1836,2020-07-15,21000,식사,중식,
1837,2020-07-15,-2000,기타,할인,
1838,2020-07-15,58400,교통,버스 22,
1839,2020-07-16,8000,식사,카페,카페7그램
1840,2020-07-16,4200,식사,카페,카페7그램
1841,2020-07-16,34000,식사,중식,
1842,2020-07-16,2000,생활,편의점,GS25
1843,2020-07-16,2900,식사,카페,파머스빈
1844,2020-07-17,5800,식사,카페,스타벅스
1845,2020-07-17,16000,식사,한식,
1846,2020-07-17,1800,식사,카페,스타벅스
1847,2020-07-18,44920,생활,마트,홈플러스
1848,2020-07-18,8400,식사,디저트,
